angielski,polski,audited,skontrolowany
angielski,polski,thumbnail,Miniaturka
angielski,polski,spotlight,reflektor
angielski,polski,hence,stąd
angielski,polski,polyfill,wypełniacz
angielski,polski,stale,nieświeży
angielski,polski,fortress,twierdza
angielski,polski,cereal,zboże
angielski,polski,interrogate,przesłuchać
angielski,polski,rigged,uzbrojony
polski,angielski,Żelazko,Iron
polski,angielski,pralka,washer
polski,angielski,suszarka,dryer
polski,angielski,blat,countertop
polski,angielski,kaloryfer,radiator
polski,angielski,ścierka,rubber
polski,angielski,szmata,rag
polski,angielski,chusteczka,handkerchief
polski,angielski,tarka,grate
polski,angielski,zlew,sink
polski,angielski,szuflada,drawer
polski,angielski,brwi,eyebrow
polski,angielski,rzęsy,eyelashes
angielski,polski,adamant,nieugięty
angielski,polski,former,były
angielski,polski,scrim,siatka
angielski,polski,convey,przenieść
angielski,polski,wind down,uspokój się
angielski,polski,agitated,poruszony
angielski,polski,touchy,drażliwy
angielski,polski,rumors,plotki
angielski,polski,flammable,łatwopalny
angielski,polski,Upon,Na
angielski,polski,naysayer,naiwny
polski,angielski,koleiny,rut
polski,angielski,mrowka,ant
angielski,polski,emmet,mrówka
polski,angielski,ściernisko,stubble
polski,angielski,kombajn,combine-harvester
polski,angielski,brzoza,birch-tree
polski,angielski,sierść,hair
polski,angielski,dąb,oak
polski,angielski,buk,beech
angielski,polski,glimpse,dojrzeć
angielski,polski,acceptance,przyjęcie
angielski,polski,cope,sprostać
angielski,polski,jot,odrobina
angielski,polski,let me jot it down,pozwól mi to zanotować
angielski,polski,venting,odpowietrzanie
polski,angielski,dać upust czemuś,give vent to
angielski,polski,seal tight,uszczelnić szczelnie
angielski,polski,fulfilling,spełnienie
polski,angielski,spełniać,fulfill
angielski,polski,grant,dotacja
angielski,polski,hang,powiesić
angielski,polski,hang upon him,trzymajcie się go
angielski,polski,freed,uwolniony
angielski,polski,raspberry,malina
angielski,polski,berry,jagoda
polski,angielski,zaowocować,result
polski,angielski,czajnik,kettle
angielski,polski,blackout,zaciemnienie
angielski,polski,mansion,dwór
angielski,polski,outsole,zewnętrzna podeszwa
angielski,polski,disgruntled,niezadowolony
angielski,polski,headquarters,główna siedziba
polski,angielski,omlet,Omelette
polski,angielski,hustawka,swing
angielski,polski,swing,huśtawka
polski,angielski,garnek,pot
angielski,polski,Venue,Miejsce spotkania
polski,angielski,sznurówka,shoelace
polski,angielski,końcówka,end
angielski,polski,defer,odraczać
angielski,polski,Splash Screen,Ekran powitalny
angielski,polski,Splash,Pluśnięcie
polski,angielski,oblać,drench
angielski,polski,bragging,chwalenie się
angielski,polski,presenc,obecność
angielski,polski,distorted,zniekształcony
angielski,polski,goosebumps,gęsia skórka
angielski,polski,landscape,krajobraz
polski,angielski,zaręczony,engaged
angielski,polski,affianced,zaręczony
polski,angielski,pączek,Doughnut
polski,angielski,sznurek,twine
angielski,polski,digest,strawić
angielski,polski,shed,budka
polski,angielski,uronić,shed
angielski,polski,accomplished,znakomity
angielski,polski,facilitate,ułatwiać
angielski,polski,Kerosene,Nafta oczyszczona
angielski,polski,facility,obiekt
polski,angielski,kwadrat,square
polski,angielski,drapać,scratch
angielski,polski,claw,pazur
polski,angielski,kołdra,quilt
polski,angielski,koc,blanket
polski,angielski,ręcznik,towel
polski,angielski,szalik,scarf
polski,angielski,kalesony,pants
polski,angielski,blask,shine
polski,angielski,ostrzegac,warn
angielski,polski,entangle,zaplątać
polski,angielski,zaplątać,braid
polski,angielski,wyłączając,excluding
angielski,polski,relief,ulga
polski,angielski,zboże,grain
polski,angielski,trawa,grass
polski,angielski,chwast,weed
polski,angielski,kapusta,cabbage
polski,angielski,krata,grille
angielski,polski,grid,krata
polski,angielski,owies,oat
polski,angielski,pszenica,wheat
polski,angielski,skrzynia biegów,transmission
angielski,polski,gearbox,skrzynia biegów
polski,angielski,kierownica,steering wheel
